Row,C0,C1,C2,C3,C4,C5
45748,7,42391,150,1,-1,-1
45749,7,42392,151,1,-1,-1
45750,7,42393,171,1,-1,-1
45751,7,42394,175,1,-1,-1
45752,7,42395,180,1,-1,-1
45753,7,42396,184,1,-1,-1
45754,7,42397,145,1,-1,-1
45755,7,42398,148,1,-1,-1
45756,7,42399,157,1,-1,-1
45757,7,42400,163,1,-1,-1
45758,7,42401,169,1,-1,-1
45759,7,42402,173,1,-1,-1
45760,7,42403,179,1,-1,-1
45761,7,42404,180,1,-1,-1
45762,7,42405,145,1,-1,-1
45763,7,42406,149,1,-1,-1
45764,7,42407,150,1,-1,-1
45765,7,42408,151,1,-1,-1
45766,7,42409,157,1,-1,-1
45767,7,42410,161,1,-1,-1
45768,7,42411,166,1,-1,-1
45769,7,42412,171,1,-1,-1
45770,7,42413,177,2,-1,-1
45771,7,42414,180,1,-1,-1
45772,7,42415,181,1,-1,-1
45773,7,42416,186,1,-1,-1
45774,7,42417,143,1,-1,-1
45775,7,42418,145,1,-1,-1
45776,7,42419,148,1,-1,-1
45777,7,42420,157,1,-1,-1
45778,7,42421,173,2,-1,-1
45779,7,42422,175,1,-1,-1
45780,7,42423,177,1,-1,-1
45781,7,42424,179,1,-1,-1
45782,7,42425,181,1,-1,-1
45783,7,42426,183,1,-1,-1
45784,7,42427,186,1,-1,-1
45785,7,42428,150,1,-1,-1
45786,7,42429,161,1,-1,-1
45787,7,42430,162,1,-1,-1
45788,7,42431,171,1,-1,-1
45789,7,42432,177,1,-1,-1
45790,7,42433,179,1,-1,-1
45791,7,42434,146,1,-1,-1
45792,7,42435,147,1,-1,-1
45793,7,42436,149,1,-1,-1
45794,7,42437,150,1,-1,-1
45795,7,42438,151,1,-1,-1
45796,7,42439,161,1,-1,-1
45797,7,42440,169,2,-1,-1
45798,7,42441,175,1,-1,-1
45799,7,42442,179,1,-1,-1
45800,7,42443,183,1,-1,-1
45801,7,42444,184,1,-1,-1
45802,7,42445,155,1,-1,-1
45803,7,42446,149,1,-1,-1
45804,7,42447,155,1,-1,-1
45805,7,42448,169,1,-1,-1
45806,7,42449,173,1,-1,-1
45807,7,42450,151,1,-1,-1
45808,7,42451,162,1,-1,-1
45809,7,42452,164,1,-1,-1
45810,7,42453,179,1,-1,-1
45811,7,42454,161,1,-1,-1
45812,7,42455,162,1,-1,-1
45813,7,42456,164,1,-1,-1
45814,7,42457,169,1,-1,-1
45815,7,42458,175,1,-1,-1
45816,7,42459,179,1,-1,-1
45817,7,42460,180,1,-1,-1
45818,7,42461,181,1,-1,-1
45819,7,42462,186,1,-1,-1
45820,7,42463,155,1,-1,-1
45821,7,42464,157,1,-1,-1
45822,7,42465,161,1,-1,-1
45823,7,42466,164,1,-1,-1
45824,7,42467,169,1,-1,-1
45825,7,42468,175,1,-1,-1
45826,7,42469,179,1,-1,-1
45827,7,42470,183,1,-1,-1
45828,7,42471,155,2,-1,-1
45829,7,42472,162,1,-1,-1
45830,7,42473,164,1,-1,-1
45831,7,42474,166,1,-1,-1
45832,7,42475,169,1,-1,-1
45833,7,42476,183,2,-1,-1
45834,7,42477,161,1,-1,-1
45835,7,42478,169,1,-1,-1
45836,7,42479,171,1,-1,-1
45837,7,42480,175,1,-1,-1
45838,7,42481,179,1,-1,-1
45839,7,42482,180,1,-1,-1
45840,7,42483,183,1,-1,-1
45841,7,42484,185,1,-1,-1
45842,7,42485,186,2,-1,-1
45843,7,42486,161,1,-1,-1
45844,7,42487,162,1,-1,-1
45845,7,42488,169,1,-1,-1
45846,7,42489,171,1,-1,-1
45847,7,42490,179,1,-1,-1
45848,7,42491,180,1,-1,-1
45849,7,42492,183,2,-1,-1
45850,7,42493,186,1,-1,-1
45851,7,42494,177,6,-1,-1
45852,7,42495,163,1,-1,-1
45853,7,42496,169,1,-1,-1
45854,7,42497,180,1,-1,-1
45855,7,42498,181,1,-1,-1
45856,7,42499,163,1,-1,-1
45857,7,42500,173,1,-1,-1
45858,7,42501,175,1,-1,-1
45859,7,42502,179,1,-1,-1
45860,7,42503,180,1,-1,-1
45861,7,42504,186,1,-1,-1
45862,7,42505,173,1,-1,-1
45863,7,42506,180,2,-1,-1
45864,7,42507,183,1,-1,-1
45865,7,42508,185,4,-1,-1
45866,7,42509,169,1,-1,-1
45867,7,42510,179,1,-1,-1
45868,7,42511,186,1,-1,-1
45869,7,42512,173,1,-1,-1
45870,7,42513,179,1,-1,-1
45871,7,42514,180,1,-1,-1
45872,7,42515,181,1,-1,-1
45873,7,42516,183,1,-1,-1
45874,7,42517,186,1,-1,-1
45875,7,42518,173,1,-1,-1
45876,7,42519,177,1,-1,-1
45877,7,42520,179,1,-1,-1
45878,7,42521,180,1,-1,-1
45879,7,42522,181,1,-1,-1
45880,7,42523,183,1,-1,-1
45881,7,42524,179,1,-1,-1
45882,7,42525,183,1,-1,-1
45883,7,42526,185,1,-1,-1
45884,7,42527,186,1,-1,-1
45885,7,42528,180,1,-1,-1
45886,7,42529,181,1,-1,-1
45887,7,42530,186,1,-1,-1
45888,7,42531,180,1,-1,-1
45889,7,42532,181,1,-1,-1
45890,7,42533,183,1,-1,-1
45891,7,42534,186,1,-1,-1
45892,7,42535,183,1,-1,-1
45893,7,42536,186,1,-1,-1
45894,7,42537,183,1,-1,-1
45895,7,42538,186,1,-1,-1
45896,7,42539,186,1,-1,-1
45897,7,42540,82,1,-1,-1
45898,7,42541,84,1,-1,-1
45899,7,42542,85,1,-1,-1
45900,7,42543,87,2,-1,-1
45901,7,42544,130,1,-1,-1
45902,7,42545,132,1,-1,-1
45903,7,42546,136,1,-1,-1
45904,7,42547,145,1,-1,-1
45905,7,42548,173,1,-1,-1
45906,7,42549,175,2,-1,-1
45907,7,42550,181,1,-1,-1
45908,7,42551,82,1,-1,-1
45909,7,42552,85,1,-1,-1
45910,7,42553,87,1,-1,-1
45911,7,42554,90,1,-1,-1
45912,7,42555,98,1,-1,-1
45913,7,42556,104,1,-1,-1
45914,7,42557,118,1,-1,-1
45915,7,42558,119,1,-1,-1
45916,7,42559,120,1,-1,-1
45917,7,42560,121,2,-1,-1
45918,7,42561,126,1,-1,-1
45919,7,42562,127,1,-1,-1
45920,7,42563,130,1,-1,-1
45921,7,42564,132,1,-1,-1
45922,7,42565,136,1,-1,-1
45923,7,42566,145,1,-1,-1
45924,7,42567,151,1,-1,-1
45925,7,42568,158,2,-1,-1
45926,7,42569,179,1,-1,-1
45927,7,42570,186,1,-1,-1
45928,7,42571,85,1,-1,-1
45929,7,42572,95,1,-1,-1
45930,7,42573,103,1,-1,-1
45931,7,42574,104,2,-1,-1
45932,7,42575,113,2,-1,-1
45933,7,42576,118,2,-1,-1
45934,7,42577,120,1,-1,-1
45935,7,42578,126,2,-1,-1
45936,7,42579,127,2,-1,-1
45937,7,42580,130,4,-1,-1
45938,7,42581,136,1,-1,-1
45939,7,42582,151,2,-1,-1
45940,7,42583,85,1,-1,-1
45941,7,42584,87,1,-1,-1
45942,7,42585,92,2,-1,-1
45943,7,42586,103,1,-1,-1
45944,7,42587,113,2,-1,-1
45945,7,42588,117,2,-1,-1
45946,7,42589,118,1,-1,-1
45947,7,42590,119,2,-1,-1
45948,7,42591,120,1,-1,-1
45949,7,42592,126,1,-1,-1
45950,7,42593,127,1,-1,-1
45951,7,42594,132,1,-1,-1
45952,7,42595,141,1,-1,-1
45953,7,42596,151,1,-1,-1
45954,7,42597,169,1,-1,-1
45955,7,42598,183,1,-1,-1
45956,7,42599,186,1,-1,-1
45957,7,42600,90,1,-1,-1
45958,7,42601,95,1,-1,-1
45959,7,42602,103,1,-1,-1
45960,7,42603,117,1,-1,-1
45961,7,42604,129,1,-1,-1
45962,7,42605,132,1,-1,-1
45963,7,42606,136,1,-1,-1
45964,7,42607,140,1,-1,-1
45965,7,42608,155,2,-1,-1
45966,7,42609,169,1,-1,-1
45967,7,42610,175,1,-1,-1
45968,7,42611,179,1,-1,-1
45969,7,42612,183,2,-1,-1
45970,7,42613,90,1,-1,-1
45971,7,42614,95,1,-1,-1
45972,7,42615,98,2,-1,-1
45973,7,42616,113,1,-1,-1
45974,7,42617,118,1,-1,-1
45975,7,42618,120,1,-1,-1
45976,7,42619,126,1,-1,-1
45977,7,42620,127,1,-1,-1
45978,7,42621,130,1,-1,-1
45979,7,42622,136,1,-1,-1
45980,7,42623,143,1,-1,-1
45981,7,42624,145,1,-1,-1
45982,7,42625,151,1,-1,-1
45983,7,42626,157,1,-1,-1
45984,7,42627,158,2,-1,-1
45985,7,42628,173,1,-1,-1
45986,7,42629,179,1,-1,-1
45987,7,42630,92,1,-1,-1
45988,7,42631,95,1,-1,-1
45989,7,42632,98,1,-1,-1
45990,7,42633,118,1,-1,-1
45991,7,42634,140,1,-1,-1
45992,7,42635,169,1,-1,-1
45993,7,42636,175,1,-1,-1
45994,7,42637,95,1,-1,-1
45995,7,42638,98,1,-1,-1
45996,7,42639,113,1,-1,-1
45997,7,42640,117,2,-1,-1
45998,7,42641,119,2,-1,-1
45999,7,42642,120,1,-1,-1
46000,7,42643,127,1,-1,-1
46001,7,42644,140,1,-1,-1
46002,7,42645,143,1,-1,-1
46003,7,42646,145,1,-1,-1
46004,7,42647,98,1,-1,-1
46005,7,42648,118,1,-1,-1
46006,7,42649,119,1,-1,-1
46007,7,42650,120,1,-1,-1
46008,7,42651,122,1,-1,-1
46009,7,42652,126,1,-1,-1
46010,7,42653,130,2,-1,-1
46011,7,42654,140,1,-1,-1
46012,7,42655,143,1,-1,-1
46013,7,42656,145,1,-1,-1
46014,7,42657,157,1,-1,-1
46015,7,42658,170,1,-1,-1
46016,7,42659,175,2,-1,-1
46017,7,42660,186,2,-1,-1
46018,7,42661,118,1,-1,-1
46019,7,42662,119,1,-1,-1
46020,7,42663,120,1,-1,-1
46021,7,42664,127,1,-1,-1
46022,7,42665,136,1,-1,-1
46023,7,42666,140,1,-1,-1
46024,7,42667,143,1,-1,-1
46025,7,42668,145,1,-1,-1
46026,7,42669,151,1,-1,-1
46027,7,42670,157,1,-1,-1
46028,7,42671,169,1,-1,-1
46029,7,42672,175,1,-1,-1
46030,7,42673,181,1,-1,-1
46031,7,42674,104,1,-1,-1
46032,7,42675,119,2,-1,-1
46033,7,42676,120,1,-1,-1
46034,7,42677,126,1,-1,-1
46035,7,42678,127,1,-1,-1
46036,7,42679,151,1,-1,-1
46037,7,42680,155,2,-1,-1
46038,7,42681,181,1,-1,-1
46039,7,42682,113,2,-1,-1
46040,7,42683,118,2,-1,-1
46041,7,42684,120,1,-1,-1
46042,7,42685,122,2,-1,-1
46043,7,42686,127,2,-1,-1
46044,7,42687,130,2,-1,-1
46045,7,42688,136,1,-1,-1
46046,7,42689,140,1,-1,-1
46047,7,42690,151,2,-1,-1
46048,7,42691,117,1,-1,-1
46049,7,42692,126,2,-1,-1
46050,7,42693,129,2,-1,-1
46051,7,42694,143,1,-1,-1
46052,7,42695,118,1,-1,-1
46053,7,42696,120,1,-1,-1
46054,7,42697,127,1,-1,-1
46055,7,42698,151,1,-1,-1
46056,7,42699,155,2,-1,-1
46057,7,42700,157,1,-1,-1
46058,7,42701,122,1,-1,-1
46059,7,42702,126,2,-1,-1
46060,7,42703,129,2,-1,-1
46061,7,42704,130,2,-1,-1
46062,7,42705,143,1,-1,-1
46063,7,42706,157,1,-1,-1
46064,7,42707,130,2,-1,-1
46065,7,42708,132,1,-1,-1
46066,7,42709,140,1,-1,-1
46067,7,42710,143,1,-1,-1
46068,7,42711,151,1,-1,-1
46069,7,42712,157,1,-1,-1
46070,7,42713,169,2,-1,-1
46071,7,42714,175,1,-1,-1
46072,7,42715,126,1,-1,-1
46073,7,42716,129,2,-1,-1
46074,7,42717,140,1,-1,-1
46075,7,42718,151,1,-1,-1
46076,7,42719,127,2,-1,-1
46077,7,42720,129,2,-1,-1
46078,7,42721,136,1,-1,-1
46079,7,42722,140,1,-1,-1
46080,7,42723,151,2,-1,-1
46081,7,42724,129,2,-1,-1
46082,7,42725,130,4,-1,-1
46083,7,42726,136,1,-1,-1
46084,7,42727,151,2,-1,-1
46085,7,42728,145,2,-1,-1
46086,7,42729,151,1,-1,-1
46087,7,42730,181,1,-1,-1
46088,7,42731,143,1,-1,-1
46089,7,42732,157,1,-1,-1
46090,7,42733,181,2,-1,-1
46091,7,42734,151,1,-1,-1
46092,7,42735,157,1,-1,-1
46093,7,42736,157,1,-1,-1
46094,7,42737,175,2,-1,-1
46095,7,42738,85,8,-1,-1
46096,7,42739,123,2,-1,-1
46097,7,42740,138,2,-1,-1
46098,7,42741,88,1,-1,-1
46099,7,42742,98,1,-1,-1
46100,7,42743,99,1,-1,-1
46101,7,42744,104,1,-1,-1
46102,7,42745,113,1,-1,-1
46103,7,42746,118,2,-1,-1
46104,7,42747,119,1,-1,-1
46105,7,42748,120,1,-1,-1
46106,7,42749,121,1,-1,-1
46107,7,42750,127,1,-1,-1
46108,7,42751,138,1,-1,-1
46109,7,42752,147,1,-1,-1
46110,7,42753,150,1,-1,-1
46111,7,42754,151,2,-1,-1
46112,7,42755,164,1,-1,-1
46113,7,42756,176,2,-1,-1
46114,7,42757,183,1,-1,-1
46115,7,42758,186,1,-1,-1
46116,7,42759,88,1,-1,-1
46117,7,42760,99,1,-1,-1
46118,7,42761,104,1,-1,-1
46119,7,42762,113,4,-1,-1
46120,7,42763,120,1,-1,-1
46121,7,42764,123,1,-1,-1
46122,7,42765,126,1,-1,-1
46123,7,42766,127,2,-1,-1
46124,7,42767,138,1,-1,-1
46125,7,42768,141,1,-1,-1
46126,7,42769,149,1,-1,-1
46127,7,42770,186,1,-1,-1
46128,7,42771,87,1,-1,-1
46129,7,42772,119,1,-1,-1
46130,7,42773,121,1,-1,-1
46131,7,42774,147,2,-1,-1
46132,7,42775,176,2,-1,-1
46133,7,42776,183,1,-1,-1
46134,7,42777,186,1,-1,-1
46135,7,42778,87,1,-1,-1
46136,7,42779,98,1,-1,-1
46137,7,42780,104,1,-1,-1
46138,7,42781,121,1,-1,-1
46139,7,42782,126,1,-1,-1
46140,7,42783,141,2,-1,-1
46141,7,42784,170,1,-1,-1
46142,7,42785,176,2,-1,-1
46143,7,42786,183,1,-1,-1
46144,7,42787,186,1,-1,-1
46145,7,42788,90,2,-1,-1
46146,7,42789,98,1,-1,-1
46147,7,42790,104,1,-1,-1
46148,7,42791,119,1,-1,-1
46149,7,42792,120,1,-1,-1
46150,7,42793,121,1,-1,-1
46151,7,42794,126,1,-1,-1
46152,7,42795,143,1,-1,-1
46153,7,42796,170,1,-1,-1
46154,7,42797,186,1,-1,-1
46155,7,42798,92,2,-1,-1
46156,7,42799,98,2,-1,-1
46157,7,42800,121,2,-1,-1
46158,7,42801,138,1,-1,-1
46159,7,42802,129,2,-1,-1
46160,7,42803,119,2,-1,-1
46161,7,42804,120,1,-1,-1
46162,7,42805,129,1,-1,-1
46163,7,42806,186,2,-1,-1
46164,7,42807,120,2,-1,-1
46165,7,42808,121,2,-1,-1
46166,7,42809,100,1,-1,-1
46167,7,42810,109,2,-1,-1
46168,7,42811,123,1,-1,-1
46169,7,42812,127,4,-1,-1
46170,7,42813,130,1,-1,-1
46171,7,42814,134,2,-1,-1
46172,7,42815,138,1,-1,-1
46173,7,42816,139,1,-1,-1
46174,7,42817,145,1,-1,-1
46175,7,42818,149,1,-1,-1
46176,7,42819,151,1,-1,-1
46177,7,42820,186,1,-1,-1
46178,7,42821,118,1,-1,-1
46179,7,42822,119,1,-1,-1
46180,7,42823,147,2,-1,-1
46181,7,42824,161,2,-1,-1
46182,7,42825,164,1,-1,-1
46183,7,42826,172,1,-1,-1
46184,7,42827,173,1,-1,-1
46185,7,42828,176,2,-1,-1
46186,7,42829,181,1,-1,-1
46187,7,42830,183,2,-1,-1
46188,7,42831,186,1,-1,-1
46189,7,42832,100,1,-1,-1
46190,7,42833,118,2,-1,-1
46191,7,42834,124,2,-1,-1
46192,7,42835,151,2,-1,-1
46193,7,42836,172,2,-1,-1
46194,7,42837,173,1,-1,-1
46195,7,42838,176,2,-1,-1
46196,7,42839,181,1,-1,-1
46197,7,42840,186,2,-1,-1
46198,7,42841,166,8,-1,-1
46199,7,42842,145,8,-1,-1
46200,7,42843,113,1,-1,-1
46201,7,42844,118,2,-1,-1
46202,7,42845,119,2,-1,-1
46203,7,42846,134,2,-1,-1
46204,7,42847,150,1,-1,-1
46205,7,42848,186,2,-1,-1
46206,7,42849,118,1,-1,-1
46207,7,42850,119,1,-1,-1
46208,7,42851,134,1,-1,-1
46209,7,42852,140,1,-1,-1
46210,7,42853,141,1,-1,-1
46211,7,42854,145,1,-1,-1
46212,7,42855,150,1,-1,-1
46213,7,42856,170,1,-1,-1
46214,7,42857,173,1,-1,-1
46215,7,42858,186,1,-1,-1
46216,7,42859,119,1,-1,-1
46217,7,42860,121,2,-1,-1
46218,7,42861,134,1,-1,-1
46219,7,42862,140,1,-1,-1
46220,7,42863,145,1,-1,-1
46221,7,42864,170,1,-1,-1
46222,7,42865,177,1,-1,-1
46223,7,42866,186,1,-1,-1
46224,7,42867,113,1,-1,-1
46225,7,42868,118,1,-1,-1
46226,7,42869,119,1,-1,-1
46227,7,42870,120,2,-1,-1
46228,7,42871,121,2,-1,-1
46229,7,42872,127,1,-1,-1
46230,7,42873,130,1,-1,-1
46231,7,42874,134,1,-1,-1
46232,7,42875,140,1,-1,-1
46233,7,42876,150,1,-1,-1
46234,7,42877,151,1,-1,-1
46235,7,42878,177,1,-1,-1
46236,7,42879,179,1,-1,-1
46237,7,42880,181,1,-1,-1
46238,7,42881,120,2,-1,-1
46239,7,42882,177,1,-1,-1
46240,7,42883,186,1,-1,-1
46241,7,42884,119,1,-1,-1
46242,7,42885,120,1,-1,-1
46243,7,42886,121,2,-1,-1
46244,7,42887,130,1,-1,-1
46245,7,42888,177,1,-1,-1
46246,7,42889,179,1,-1,-1
46247,7,42890,186,1,-1,-1
46248,7,42891,145,1,-1,-1
46249,7,42892,147,1,-1,-1
46250,7,42893,173,1,-1,-1
46251,7,42894,177,1,-1,-1
46252,7,42895,179,1,-1,-1
46253,7,42896,134,2,-1,-1
46254,7,42897,150,2,-1,-1
46255,7,42898,177,2,-1,-1
46256,7,42899,134,1,-1,-1
46257,7,42900,140,1,-1,-1
46258,7,42901,150,1,-1,-1
46259,7,42902,147,1,-1,-1
46260,7,42903,177,2,-1,-1
46261,7,42904,179,1,-1,-1
46262,7,42905,147,1,-1,-1
46263,7,42906,150,1,-1,-1
46264,7,42907,181,1,-1,-1
46265,7,42908,85,1,-1,-1
46266,7,42909,88,1,-1,-1
46267,7,42910,93,2,-1,-1
46268,7,42911,94,1,-1,-1
46269,7,42912,99,1,-1,-1
46270,7,42913,100,1,-1,-1
46271,7,42914,104,1,-1,-1
46272,7,42915,109,1,-1,-1
46273,7,42916,118,1,-1,-1
46274,7,42917,120,1,-1,-1
46275,7,42918,124,1,-1,-1
46276,7,42919,130,1,-1,-1
46277,7,42920,134,1,-1,-1
46278,7,42921,138,1,-1,-1
46279,7,42922,139,1,-1,-1
46280,7,42923,140,1,-1,-1
46281,7,42924,151,2,-1,-1
46282,7,42925,164,2,-1,-1
46283,7,42926,179,1,-1,-1
46284,7,42927,186,1,-1,-1
46285,7,42928,85,1,-1,-1
46286,7,42929,94,1,-1,-1
46287,7,42930,99,1,-1,-1
46288,7,42931,118,1,-1,-1
46289,7,42932,119,1,-1,-1
46290,7,42933,121,1,-1,-1
46291,7,42934,145,1,-1,-1
46292,7,42935,147,1,-1,-1
46293,7,42936,161,1,-1,-1
46294,7,42937,162,1,-1,-1
46295,7,42938,168,2,-1,-1
46296,7,42939,173,1,-1,-1
46297,7,42940,176,2,-1,-1
46298,7,42941,179,1,-1,-1
46299,7,42942,125,1,-1,-1
46300,7,42943,132,1,-1,-1
46301,7,42944,135,1,-1,-1
46302,7,42945,140,1,-1,-1
46303,7,42946,175,1,-1,-1
46304,7,42947,179,1,-1,-1
46305,7,42948,130,1,-1,-1
46306,7,42949,139,1,-1,-1
46307,7,42950,150,3,-1,-1
46308,7,42951,173,1,-1,-1
46309,7,42952,179,1,-1,-1
46310,7,42953,118,1,-1,-1
46311,7,42954,119,1,-1,-1
46312,7,42955,124,1,-1,-1
46313,7,42956,127,1,-1,-1
46314,7,42957,130,1,-1,-1
46315,7,42958,136,1,-1,-1
46316,7,42959,170,1,-1,-1
46317,7,42960,172,1,-1,-1
46318,7,42961,173,1,-1,-1
46319,7,42962,186,1,-1,-1
46320,7,42963,109,1,-1,-1
46321,7,42964,119,2,-1,-1
46322,7,42965,145,4,-1,-1
46323,7,42966,173,4,-1,-1
46324,7,42967,118,1,-1,-1
46325,7,42968,119,1,-1,-1
46326,7,42969,120,1,-1,-1
46327,7,42970,126,1,-1,-1
46328,7,42971,130,1,-1,-1
46329,7,42972,134,1,-1,-1
46330,7,42973,136,1,-1,-1
46331,7,42974,140,1,-1,-1
46332,7,42975,145,1,-1,-1
46333,7,42976,149,2,-1,-1
46334,7,42977,151,1,-1,-1
46335,7,42978,164,1,-1,-1
46336,7,42979,166,1,-1,-1
46337,7,42980,168,1,-1,-1
46338,7,42981,170,1,-1,-1
46339,7,42982,173,1,-1,-1
46340,7,42983,176,1,-1,-1
46341,7,42984,179,1,-1,-1
46342,7,42985,186,1,-1,-1
46343,7,42986,100,1,-1,-1
46344,7,42987,118,1,-1,-1
46345,7,42988,119,1,-1,-1
46346,7,42989,120,1,-1,-1
46347,7,42990,124,1,-1,-1
46348,7,42991,127,1,-1,-1
46349,7,42992,134,1,-1,-1
46350,7,42993,135,1,-1,-1
46351,7,42994,136,1,-1,-1
46352,7,42995,140,1,-1,-1
46353,7,42996,145,1,-1,-1
46354,7,42997,164,1,-1,-1
46355,7,42998,166,1,-1,-1
46356,7,42999,173,1,-1,-1
46357,7,43000,179,1,-1,-1
46358,7,43001,186,1,-1,-1
46359,7,43002,119,1,-1,-1
46360,7,43003,120,1,-1,-1
46361,7,43004,121,1,-1,-1
46362,7,43005,124,1,-1,-1
46363,7,43006,126,1,-1,-1
46364,7,43007,134,1,-1,-1
46365,7,43008,135,1,-1,-1
46366,7,43009,138,1,-1,-1
46367,7,43010,140,1,-1,-1
46368,7,43011,145,1,-1,-1
46369,7,43012,149,2,-1,-1
46370,7,43013,162,1,-1,-1
46371,7,43014,166,1,-1,-1
46372,7,43015,168,1,-1,-1
46373,7,43016,173,1,-1,-1
46374,7,43017,176,1,-1,-1
46375,7,43018,186,1,-1,-1
46376,7,43019,104,1,-1,-1
46377,7,43020,118,1,-1,-1
46378,7,43021,119,1,-1,-1
46379,7,43022,120,1,-1,-1
46380,7,43023,121,1,-1,-1
46381,7,43024,124,1,-1,-1
46382,7,43025,126,1,-1,-1
46383,7,43026,127,1,-1,-1
46384,7,43027,136,1,-1,-1
46385,7,43028,140,1,-1,-1
46386,7,43029,151,1,-1,-1
46387,7,43030,162,1,-1,-1
46388,7,43031,170,2,-1,-1
46389,7,43032,172,1,-1,-1
46390,7,43033,179,1,-1,-1
46391,7,43034,186,1,-1,-1
46392,7,43035,109,1,-1,-1
46393,7,43036,113,1,-1,-1
46394,7,43037,118,1,-1,-1
46395,7,43038,119,1,-1,-1
46396,7,43039,120,1,-1,-1
46397,7,43040,121,1,-1,-1
46398,7,43041,130,1,-1,-1
46399,7,43042,138,2,-1,-1
46400,7,43043,164,2,-1,-1
46401,7,43044,176,4,-1,-1
46402,7,43045,118,1,-1,-1
46403,7,43046,125,1,-1,-1
46404,7,43047,127,1,-1,-1
46405,7,43048,130,1,-1,-1
46406,7,43049,138,1,-1,-1
46407,7,43050,147,1,-1,-1
46408,7,43051,175,2,-1,-1
46409,7,43052,186,1,-1,-1
46410,7,43053,126,2,-1,-1
46411,7,43054,136,2,-1,-1
46412,7,43055,164,1,-1,-1
46413,7,43056,166,2,-1,-1
46414,7,43057,168,2,-1,-1
46415,7,43058,186,2,-1,-1
46416,7,43059,119,1,-1,-1
46417,7,43060,120,2,-1,-1
46418,7,43061,121,1,-1,-1
46419,7,43062,126,1,-1,-1
46420,7,43063,130,1,-1,-1
46421,7,43064,149,1,-1,-1
46422,7,43065,161,1,-1,-1
46423,7,43066,166,1,-1,-1
46424,7,43067,168,1,-1,-1
46425,7,43068,170,1,-1,-1
46426,7,43069,173,1,-1,-1
46427,7,43070,176,1,-1,-1
46428,7,43071,179,1,-1,-1
46429,7,43072,186,1,-1,-1
46430,7,43073,124,1,-1,-1
46431,7,43074,125,1,-1,-1
46432,7,43075,126,1,-1,-1
46433,7,43076,127,1,-1,-1
46434,7,43077,130,2,-1,-1
46435,7,43078,135,1,-1,-1
46436,7,43079,136,1,-1,-1
46437,7,43080,138,1,-1,-1
46438,7,43081,140,1,-1,-1
46439,7,43082,145,1,-1,-1
46440,7,43083,162,1,-1,-1
46441,7,43084,166,1,-1,-1
46442,7,43085,172,1,-1,-1
46443,7,43086,173,1,-1,-1
46444,7,43087,175,2,-1,-1
46445,7,43088,179,1,-1,-1
46446,7,43089,125,1,-1,-1
46447,7,43090,130,1,-1,-1
46448,7,43091,136,1,-1,-1
46449,7,43092,138,1,-1,-1
46450,7,43093,139,1,-1,-1
46451,7,43094,140,1,-1,-1
46452,7,43095,147,1,-1,-1
46453,7,43096,151,1,-1,-1
46454,7,43097,161,1,-1,-1
46455,7,43098,166,1,-1,-1
46456,7,43099,170,1,-1,-1
46457,7,43100,172,1,-1,-1
46458,7,43101,173,2,-1,-1
46459,7,43102,175,1,-1,-1
46460,7,43103,176,1,-1,-1
46461,7,43104,179,1,-1,-1
46462,7,43105,124,1,-1,-1
46463,7,43106,125,1,-1,-1
46464,7,43107,127,1,-1,-1
46465,7,43108,130,1,-1,-1
46466,7,43109,134,2,-1,-1
46467,7,43110,135,1,-1,-1
46468,7,43111,139,1,-1,-1
46469,7,43112,140,1,-1,-1
46470,7,43113,145,1,-1,-1
46471,7,43114,151,1,-1,-1
46472,7,43115,164,1,-1,-1
46473,7,43116,166,1,-1,-1
46474,7,43117,170,1,-1,-1
46475,7,43118,173,1,-1,-1
46476,7,43119,179,1,-1,-1
46477,7,43120,183,1,-1,-1
46478,7,43121,130,1,-1,-1
46479,7,43122,136,1,-1,-1
46480,7,43123,138,1,-1,-1
46481,7,43124,140,2,-1,-1
46482,7,43125,145,2,-1,-1
46483,7,43126,147,1,-1,-1
46484,7,43127,149,2,-1,-1
46485,7,43128,151,1,-1,-1
46486,7,43129,166,1,-1,-1
46487,7,43130,175,1,-1,-1
46488,7,43131,179,1,-1,-1
46489,7,43132,183,1,-1,-1
46490,7,43133,186,1,-1,-1
46491,7,43134,138,1,-1,-1
46492,7,43135,145,1,-1,-1
46493,7,43136,172,1,-1,-1
46494,7,43137,179,1,-1,-1
46495,7,43138,186,1,-1,-1
46496,7,43139,127,1,-1,-1
46497,7,43140,134,2,-1,-1
46498,7,43141,140,1,-1,-1
46499,7,43142,145,1,-1,-1
46500,7,43143,151,1,-1,-1
46501,7,43144,172,1,-1,-1
46502,7,43145,179,1,-1,-1
46503,7,43146,186,1,-1,-1
46504,7,43147,134,1,-1,-1
46505,7,43148,138,1,-1,-1
46506,7,43149,145,1,-1,-1
46507,7,43150,170,1,-1,-1
46508,7,43151,132,1,-1,-1
46509,7,43152,140,1,-1,-1
46510,7,43153,147,1,-1,-1
46511,7,43154,183,1,-1,-1
46512,7,43155,186,1,-1,-1
46513,7,43156,139,1,-1,-1
46514,7,43157,145,1,-1,-1
46515,7,43158,151,1,-1,-1
46516,7,43159,162,1,-1,-1
46517,7,43160,179,1,-1,-1
46518,7,43161,186,1,-1,-1
46519,7,43162,136,1,-1,-1
46520,7,43163,138,1,-1,-1
46521,7,43164,164,2,-1,-1
46522,7,43165,166,2,-1,-1
46523,7,43166,172,1,-1,-1
